"Permission","Method","Endpoint","ApiVersion"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}/roles/{accessPackageResourceRole-id}/resource/scopes/{accessPackageResourceScope-id}/resource/refresh","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}/scopes","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource/roles","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource/environment","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/resources/{accessPackageResource-id}/scopes/{accessPackageResourceScope-id}/resource/roles/{accessPackageResourceRole-id}/resource/refresh","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/settings","beta"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/settings","v1.0"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/subjects","beta"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/subjects/{accessPackageSubject-id}","beta"
"identityGovernance.entitlementManagement","GET","/identityGovernance/entitlementManagement/subjects/{accessPackageSubject-id}/connectedOrganization","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement","v1.0"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentApprovals/{approval-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentApprovals/{approval-id}","v1.0"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentApprovals/{approval-id}/stages/{approvalStage-id}","v1.0"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentApprovals/{approval-id}/steps/{approvalStep-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentPolicies/{accessPackageAssignmentPolicy-id}/customExtensionHandlers/{customExtensionHandler-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentPolicies/{accessPackageAssignmentPolicy-id}/customExtensionStageSettings/{customExtensionStageSetting-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentRequests/{accessPackageAssignmentRequest-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentRequests/{accessPackageAssignmentRequest-id}/requestor","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentResourceRoles/{accessPackageAssignmentResourceRole-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentResourceRoles/{accessPackageAssignmentResourceRole-id}/accessPackageResourceRole","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentResourceRoles/{accessPackageAssignmentResourceRole-id}/accessPackageResourceRole/accessPackageResource","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentResourceRoles/{accessPackageAssignmentResourceRole-id}/accessPackageResourceRole/accessPackageResource/accessPackageResourceRoles/{accessPackageResourceRole-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentResourceRoles/{accessPackageAssignmentResourceRole-id}/accessPackageResourceRole/accessPackageResource/accessPackageResourceScopes/{accessPackageResourceScope-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentResourceRoles/{accessPackageAssignmentResourceRole-id}/accessPackageResourceRole/accessPackageResource/accessPackageResourceScopes/{accessPackageResourceScope-id}/accessPackageResource","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentResourceRoles/{accessPackageAssignmentResourceRole-id}/accessPackageResourceRole/accessPackageResource/accessPackageResourceScopes/{accessPackageResourceScope-id}/accessPackageResource/accessPackageResourceRoles/{accessPackageResourceRole-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentResourceRoles/{accessPackageAssignmentResourceRole-id}/accessPackageResourceRole/accessPackageResource/accessPackageResourceScopes/{accessPackageResourceScope-id}/accessPackageResource/uploadSessions/{customDataProvidedResourceUploadSession-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentResourceRoles/{accessPackageAssignmentResourceRole-id}/accessPackageResourceRole/accessPackageResource/uploadSessions/{customDataProvidedResourceUploadSession-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentResourceRoles/{accessPackageAssignmentResourceRole-id}/accessPackageResourceScope","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentResourceRoles/{accessPackageAssignmentResourceRole-id}/accessPackageResourceScope/accessPackageResource","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentResourceRoles/{accessPackageAssignmentResourceRole-id}/accessPackageResourceScope/accessPackageResource/accessPackageResourceRoles/{accessPackageResourceRole-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentResourceRoles/{accessPackageAssignmentResourceRole-id}/accessPackageResourceScope/accessPackageResource/accessPackageResourceRoles/{accessPackageResourceRole-id}/accessPackageResource","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentResourceRoles/{accessPackageAssignmentResourceRole-id}/accessPackageResourceScope/accessPackageResource/accessPackageResourceRoles/{accessPackageResourceRole-id}/accessPackageResource/accessPackageResourceScopes/{accessPackageResourceScope-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentResourceRoles/{accessPackageAssignmentResourceRole-id}/accessPackageResourceScope/accessPackageResource/accessPackageResourceRoles/{accessPackageResourceRole-id}/accessPackageResource/uploadSessions/{customDataProvidedResourceUploadSession-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentResourceRoles/{accessPackageAssignmentResourceRole-id}/accessPackageResourceScope/accessPackageResource/accessPackageResourceScopes/{accessPackageResourceScope-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentResourceRoles/{accessPackageAssignmentResourceRole-id}/accessPackageResourceScope/accessPackageResource/uploadSessions/{customDataProvidedResourceUploadSession-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignmentResourceRoles/{accessPackageAssignmentResourceRole-id}/accessPackageSubject","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignments/{accessPackageAssignment-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignments/{accessPackageAssignment-id}/accessPackage","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignments/{accessPackageAssignment-id}/accessPackage/accessPackageAssignmentPolicies/{accessPackageAssignmentPolicy-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignments/{accessPackageAssignment-id}/accessPackage/accessPackageAssignmentPolicies/{accessPackageAssignmentPolicy-id}/customExtensionHandlers/{customExtensionHandler-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignments/{accessPackageAssignment-id}/accessPackage/accessPackageAssignmentPolicies/{accessPackageAssignmentPolicy-id}/customExtensionStageSettings/{customExtensionStageSetting-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignments/{accessPackageAssignment-id}/accessPackage/accessPackageResourceRoleScopes/{accessPackageResourceRoleScope-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignments/{accessPackageAssignment-id}/accessPackage/accessPackageResourceRoleScopes/{accessPackageResourceRoleScope-id}/accessPackageResourceRole","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignments/{accessPackageAssignment-id}/accessPackage/accessPackageResourceRoleScopes/{accessPackageResourceRoleScope-id}/accessPackageResourceRole/accessPackageResource","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignments/{accessPackageAssignment-id}/accessPackage/accessPackageResourceRoleScopes/{accessPackageResourceRoleScope-id}/accessPackageResourceRole/accessPackageResource/accessPackageResourceRoles/{accessPackageResourceRole-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignments/{accessPackageAssignment-id}/accessPackage/accessPackageResourceRoleScopes/{accessPackageResourceRoleScope-id}/accessPackageResourceRole/accessPackageResource/accessPackageResourceScopes/{accessPackageResourceScope-id}","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignments/{accessPackageAssignment-id}/accessPackage/accessPackageResourceRoleScopes/{accessPackageResourceRoleScope-id}/accessPackageResourceRole/accessPackageResource/accessPackageResourceScopes/{accessPackageResourceScope-id}/accessPackageResource","beta"
"identityGovernance.entitlementManagement","PATCH","/identityGovernance/entitlementManagement/accessPackageAssignments/{accessPackageAssignment-id}/accessPackage/accessPackageResourceRoleScopes/{accessPackageResourceRoleScope-id}/accessPackageResourceRole/accessPackageResource/accessPackageResourceScopes/{accessPackageResourceScope-id}/accessPackageResource/accessPackageResourceRoles/{accessPackageResourceRole-id}","beta"
